AuthorID,Author,Date,Content,Attachments,Reactions
"322353526187753482","J0rdan#2037","05/07/2020 9:33 PM","","https://cdn.discordapp.com/attachments/605528212239286312/707948126144823297/IMG_20200507_143115_467.jpg","aavehello (5),😍 (5)"
"322353526187753482","J0rdan#2037","05/07/2020 9:33 PM","A first view of the upcoming governance proposal / tokenomics of the aave protocol","",""
"606040527011446790","joeismyname#4149","05/07/2020 9:49 PM","In that image, the fees that are earned from offering insurance to the pools, some of them go back to the Lend holders who are staking, and some of them go into the back stop? 

But then there is some kind of user choice to be made regarding withdrawing, or adding to the backstop?","",""
"322353526187753482","J0rdan#2037","05/07/2020 10:23 PM","Yes might not be clear","",""
"322353526187753482","J0rdan#2037","05/07/2020 10:23 PM","But a % of the fee will be redistributed to those who park liquidity to the backstop","",""
"322353526187753482","J0rdan#2037","05/07/2020 10:24 PM","A stakers can withdraw the fees he earn, or put it in the backstop, but any liquidity in the backstop will itself earn part of fees","",""
"606040527011446790","joeismyname#4149","05/07/2020 11:19 PM","So a staker earns: 
1) inflationary reward
2) protocol fees 

The staker can then either: 
1) withdraw their earned fees and take them as earnings 
2) reinvest their earned fees into the backstop. Those earnings entered into the backstop then continue to earn fees 

Correct?","",""
"322353526187753482","J0rdan#2037","05/07/2020 11:27 PM","Yes","",""
"322353526187753482","J0rdan#2037","05/07/2020 11:28 PM","Great resume","",""
"606040527011446790","joeismyname#4149","05/07/2020 11:37 PM","Great aavenomics 👍🏻 

Inflationary rewards: is there an escrow lock up period? 

Fees: are they paid in ETH or LEND?","",""
"322353526187753482","J0rdan#2037","05/07/2020 11:50 PM","Yes the stakers will be subjected to different lock up period

Fees : stablecoins will be paid in stablecoins and volatile assets in ETH but this are parameters that could be changed by the governance","",""
"606040527011446790","joeismyname#4149","05/08/2020 12:26 AM","","https://cdn.discordapp.com/attachments/605528212239286312/707991821673955328/A_Gallery_141.jpg",""
"606040527011446790","joeismyname#4149","05/08/2020 12:27 AM","And this graphic implies some kind of relationship between the market cap of LEND and the total pool size? 

Total market cap of lend = total amount of USD that can be insured in the pools?","",""
"604982965193146378","Stani#3346","05/08/2020 1:27 AM","@joeismyname the feedback look idea is to price the inflation/incentive upon protocol grows. The more the protocol grows in debt the more it needs security and the more incentivized the securing the protocol becomes, creating a value loop.","",""
"604982965193146378","Stani#3346","05/08/2020 1:30 AM","> And this graphic implies some kind of relationship between the market cap of LEND and the total pool size? 
> 
> Total market cap of lend = total amount of USD that can be insured in the pools?
@joeismyname In terms of the total market cap of lend = total insured value might not be concrete as the protocol can be partially insured or even same debt capital insured by multiple times depending on the value of LEND market capitalization. What is interesting is that the incentives are like thrust engines that are adjusted based the need for securing the protocol. These incentives drives adoption for obtaining LEND to secure the protocol since there is incentive (inflation/fee sharing)","",""
"606040527011446790","joeismyname#4149","05/08/2020 1:34 AM","Very interesting topic. Looking forward to a more detailed read when the details are published in the future 👍🏻","",""
"266275542796337152","arthur0x","05/10/2020 6:57 PM","Cant wait for more details to be released!","","aavehero (8)"
"466393096368816148","Devin#4248","05/26/2020 11:44 PM","I see Aave listed here as a community powered by Aragon - how is Aave using Aragon today? http://poweredby.aragon.org/","",""
"457126445819363338","pabloaave","05/26/2020 11:47 PM","Protocol keys are handled by an Aragon DAO @Devin","",""
"466393096368816148","Devin#4248","05/26/2020 11:54 PM","Ah nice thanks. So in other words hte keys to update smart contracts (ie to add new assets to borrow/lend against) are held by the Aragon multi sig?","",""
"457126445819363338","pabloaave","05/26/2020 11:56 PM","3 from 5 votes are required on the DAO for any update etc to be done on the protocol yes","",""
"466393096368816148","Devin#4248","05/26/2020 11:58 PM","very cool. thanks","",""
"457126445819363338","pabloaave","05/27/2020 12:00 AM","Also @Chris Blec have a nice video about the overall topic of the admin keys of different protocols etc:
https://www.youtube.com/watch?v=U9fVIPhWj6c&t=1s
https://docs.google.com/spreadsheets/d/1b9KwXfPPEgvpy2nxlpnLhtPMd7S5KfIx-hf4Hv77kBk/edit#gid=0","",""
"710587637983084574","David -#0742","05/28/2020 7:28 AM","Really insightful video  @Chris Blec - Thanks for sharing @Pablo Won't DM you first","",""
"439402904936382475","Ken Lee#2859","05/31/2020 5:06 PM","@Chris Blec Where is your beard buddy? WHERERERERERERERERER.....","",""
"439402904936382475","Ken Lee#2859","05/31/2020 5:06 PM","heehehehe","","😄 (1)"
"456226577798135808","Deleted User","06/01/2020 2:39 AM","Is there a roadmap somewhere that shows Aave's plan to full decentralization?","",""
"457126445819363338","pabloaave","06/01/2020 6:24 PM","> Is there a roadmap somewhere that shows Aave's plan to full decentralization?
@Deleted User No, but to give some insights current phase is phase 0, after this one phase 1 is coming with governance and phase 2 with full tokenomics within the protocol. We will be giving more details when we release the tokenomics and governance documentation. We also released some details on our Ethereal summit presentation, you can find more details in this article:
https://www.delphidigital.io/so/02N7mWeU_?cid=32549ba4-9679-4650-9fd5-c55422f3afc8#/main","",""
"456226577798135808","Deleted User","06/02/2020 3:09 AM","Awesome, thanks @Pablo Won't DM you first !","",""
"154653607608844288","rb#6109","06/07/2020 12:30 AM","Hi there, trying to understand the specifics regarding LEND vs aTokens. As I understand it, providing liquidity to a pool gives you a right to that pool's aToken which in turn starts giving you interest right away - that's clear. I can't however find anywhere in the white paper that owning LEND itself gives you a right to the ""dividends"" of the protocol the same way providing liquidity to individual pools does - owning LEND gives you only voting rights regarding governance. Purely from profit perspective (excluding potential rise in the price of LEND) wouldn't it make sense using my money to provide liquidity to pools instead of buying LEND itself? Am I missing something?","",""
"380330441774727172","darko2740","06/07/2020 12:57 AM","> Hi there, trying to understand the specifics regarding LEND vs aTokens. As I understand it, providing liquidity to a pool gives you a right to that pool's aToken which in turn starts giving you interest right away - that's clear. I can't however find anywhere in the white paper that owning LEND itself gives you a right to the ""dividends"" of the protocol the same way providing liquidity to individual pools does - owning LEND gives you only voting rights regarding governance. Purely from profit perspective (excluding potential rise in the price of LEND) wouldn't it make sense using my money to provide liquidity to pools instead of buying LEND itself? Am I missing something?
@rb New tokenomics will be released soon so we all will know more about it","",""
"380330441774727172","darko2740","06/07/2020 12:57 AM","This is phase 0 of the platform, phase 1 and 2 are in works","",""
"453427851559960587","eaglecloak","06/07/2020 5:17 AM","Hello all, do you guys see pool flash loans being implemented in the future? could these loans then work in combination with staking/rewards? btw, i've really enjoyed learning about AAVE. keep up the great work!","",""
"457126445819363338","pabloaave","06/08/2020 8:19 PM","> Hi there, trying to understand the specifics regarding LEND vs aTokens. As I understand it, providing liquidity to a pool gives you a right to that pool's aToken which in turn starts giving you interest right away - that's clear. I can't however find anywhere in the white paper that owning LEND itself gives you a right to the ""dividends"" of the protocol the same way providing liquidity to individual pools does - owning LEND gives you only voting rights regarding governance. Purely from profit perspective (excluding potential rise in the price of LEND) wouldn't it make sense using my money to provide liquidity to pools instead of buying LEND itself? Am I missing something?
@rb 
LEND token will be used to govern the protocol, we are currently working on the implementation of the governance apart from this it will be possible to be staked within the protocol to provide security/insurance to the protocol/depositors and that way earn staking rewards and fees from the protocol. Also currently LEND token is burnt based on the fees gathered in the protocol, so holders benefit on the reduction of the supply. We are working to release the specific documentation about tokenomics and governance for more details. Meanwhile this article may be helpful:
https://www.delphidigital.io/so/02N7mWeU_?cid=32549ba4-9679-4650-9fd5-c55422f3afc8#/main","",""
"266275542796337152","arthur0x","06/08/2020 9:21 PM","@Pablo Won't DM you first They need to update the total value locked number 😉","",""
"266275542796337152","arthur0x","06/08/2020 9:21 PM","Also is there away to chart the historical total market size of Aave like what they did on DeFiPulse for TVL?","",""
"266275542796337152","arthur0x","06/08/2020 9:21 PM","our TVL can stay low if the borrowing utilization rate keep climbing even though market size increase","",""
"457126445819363338","pabloaave","06/08/2020 9:22 PM","so you mean charting the ""market size"" right? TVL + Borrowings","",""
"266275542796337152","arthur0x","06/08/2020 9:34 PM","Yes","",""
"266275542796337152","arthur0x","06/08/2020 9:34 PM","Need that hockeystick growth chart","",""
"604982965193146378","Stani#3346","06/09/2020 4:20 AM","🚀","",""
"457126445819363338","pabloaave","06/09/2020 8:33 PM","When I have some spare time I would try to build it using Dune @Arthur0x","",""
"266275542796337152","arthur0x","06/09/2020 8:53 PM","There's a pretty good Dune analytics dashboard by Matteo already, probably you can fork it and build on top ? not sure but probably good to discuss with him first","",""
"457126445819363338","pabloaave","06/09/2020 8:55 PM","Yes, Mateo already helped me a lot understanding his queries, I hope to have some time to build a proper dashboard, if you have any specific query you would like to have ( already noted market size) let me know","",""
"266275542796337152","arthur0x","06/09/2020 8:57 PM","Total loan origination is another one","",""
"457126445819363338","pabloaave","06/09/2020 8:58 PM","that one is already in Mateo's dashboard isnt it? I might be wrong","",""
"457126445819363338","pabloaave","06/09/2020 8:58 PM","or it was missing something I dont fully remember","",""
"266275542796337152","arthur0x","06/09/2020 9:04 PM","he has the total loan origination fee since inception","",""
"266275542796337152","arthur0x","06/09/2020 9:05 PM","so technically you can backward calculate total origination through that through dividing that amount by 0.25%","",""
"415235408805363725","andyboyan","06/17/2020 1:20 AM","Is there discussion of using LEND as a liquidity incentive token like COMP/BAL?","",""
"457126445819363338","pabloaave","06/17/2020 1:49 AM","> Is there discussion of using LEND as a liquidity incentive token like COMP/BAL?
@magic The final details about the upcoming governance and tokenomics are not public yet, this article may help you meawhile to understand what is coming:
https://www.delphidigital.io/so/02N7mWeU_?cid=32549ba4-9679-4650-9fd5-c55422f3afc8#/main

But everything will be clear when the docs are released","","💯 (2)"
"416711135358746635","Chris42Dao#1012","06/26/2020 6:54 PM","> @magic The final details about the upcoming governance and tokenomics are not public yet, this article may help you meawhile to understand what is coming:
> https://www.delphidigital.io/so/02N7mWeU_?cid=32549ba4-9679-4650-9fd5-c55422f3afc8#/main
> 
> But everything will be clear when the docs are released
@Pablo Won't DM you first Thanks. I hope you are not following 1:1 the MKR model","",""
"318460384099172352","Fineman#5218","06/27/2020 12:00 AM","so lend will become inflationary","",""
"318460384099172352","Fineman#5218","06/27/2020 12:00 AM","too bad","",""
"318460384099172352","Fineman#5218","06/27/2020 12:00 AM","no wonder","",""
"439402904936382475","Ken Lee#2859","06/27/2020 1:42 AM","Think about it. Inflation as incentive for staking... this is a beast cause it incentivices users to insure the protocol and for taking the risk, you get rewarded! So i would call it a great way for generating passive income","",""
"457126445819363338","pabloaave","06/29/2020 5:20 PM","@Fineman the specific details are about to come, but as @Ken Lee pointed, the reward is for the holders insuring the protocol, its a way to incentive holders to insure the protocol and get rewarded due to that, so would benefit them instead of everyone as in the current burning model, anyway would be easier to discuss as soon as the documentation is publicly released","",""
"318460384099172352","Fineman#5218","06/29/2020 10:10 PM","what u dont consider is that it will cause the coin price to dump","",""
"318460384099172352","Fineman#5218","06/29/2020 10:10 PM","as there will be constant selling pressure from  minted coins","",""
"318460384099172352","Fineman#5218","06/29/2020 10:10 PM","no wonder the price has been tanking since I bougt at 16 cent","",""
"318460384099172352","Fineman#5218","06/29/2020 10:11 PM","Now I know the problem","",""
"318460384099172352","Fineman#5218","06/29/2020 10:11 PM","if only u know how much I lost on this","",""
"318460384099172352","Fineman#5218","06/29/2020 10:11 PM","GOd help me","",""
"457126445819363338","pabloaave","06/29/2020 10:11 PM","This is not similar to just a staking reward @Fineman your rewards also allow you to earn more rewards if you stake them","",""
"318460384099172352","Fineman#5218","06/29/2020 10:11 PM","But u already have over 1bilion token in issue","",""
"457126445819363338","pabloaave","06/29/2020 10:12 PM","anyway is better to move the debate when the tokenomics are released as right now its not possible to discuss about the topic properly","",""
"318460384099172352","Fineman#5218","06/29/2020 10:12 PM","not as if it is in 10s of millions","",""
"457126445819363338","pabloaave","06/29/2020 10:12 PM","Is not possible to issue more LEND tokens","",""
"457126445819363338","pabloaave","06/29/2020 10:12 PM","if that happens would be a different token","",""
"318460384099172352","Fineman#5218","06/29/2020 10:12 PM","when u buy back it puts a constant buying pressure","",""
"318460384099172352","Fineman#5218","06/29/2020 10:12 PM","on the coin that is why it moved up to this level","",""
"318460384099172352","Fineman#5218","06/29/2020 10:13 PM","u wana change the game plan in the middle of the game","",""
"318460384099172352","Fineman#5218","06/29/2020 10:13 PM","it will affect many new investors","",""
"318460384099172352","Fineman#5218","06/29/2020 10:13 PM","like me","",""
"318460384099172352","Fineman#5218","06/29/2020 10:13 PM","I do hope this recovers anyhow....","",""
"318460384099172352","Fineman#5218","06/29/2020 10:13 PM","coins like COMP and BAL","",""
"457126445819363338","pabloaave","06/29/2020 10:13 PM","When did you ""join""?","",""
"318460384099172352","Fineman#5218","06/29/2020 10:14 PM","who are releasing","",""
"318460384099172352","Fineman#5218","06/29/2020 10:14 PM","have litle circulations","",""
"318460384099172352","Fineman#5218","06/29/2020 10:14 PM","I bought at 1700 satoshi","",""
"318460384099172352","Fineman#5218","06/29/2020 10:14 PM","last week","",""
"318460384099172352","Fineman#5218","06/29/2020 10:14 PM","16 cents","",""
"318460384099172352","Fineman#5218","06/29/2020 10:14 PM","and I bought big","",""
"457126445819363338","pabloaave","06/29/2020 10:14 PM","I wasn't talking about price","",""
"318460384099172352","Fineman#5218","06/29/2020 10:14 PM","That is when I invested","",""
"318460384099172352","Fineman#5218","06/29/2020 10:14 PM","cos I read about the project","",""
"318460384099172352","Fineman#5218","06/29/2020 10:14 PM","then I joined the discord","",""
"318460384099172352","Fineman#5218","06/29/2020 10:15 PM","to ask questions","",""
"318460384099172352","Fineman#5218","06/29/2020 10:15 PM","So I realised there are changes","",""
"457126445819363338","pabloaave","06/29/2020 10:15 PM","This was stated in early May","",""
"318460384099172352","Fineman#5218","06/29/2020 10:15 PM","causing people to sell off","",""
