AuthorID,Author,Date_original,Date,Content,Attachments,Reactions,,,
6.6593E+17,wutwut_,2022/12/9 上午8:51,2022/12/9 ,Started a thread.,,,,,
9.25949E+17,l u c a s#1234,2022/12/12 下午12:45,2022/12/12,"In search of DAO consultant for paid consultation on project in early phases. Is this a thing? I have a research brief, an NDA, and some eth. 🙇",,,,,
9.25949E+17,l u c a s#1234,2022/12/12 下午12:56,2022/12/12,https://twitter.com/metatsunami/status/1602361382795710465,,,,,
8.07644E+17,shawnzywonzie,2022/12/12 下午2:17,2022/12/12,Started a thread.,,,,,
9.15333E+17,fmurphy,2022/12/13 上午5:31,2022/12/13,"Hi DAO Builders. Any of you out there with early stage projects looking to attract funding, check out this article reviewing 8 pitch deck templates - https://openvc.app/blog/pitch-deck-template#conclusion",,🔥 (2),,,
9.28679E+17,incandenza1594,2022/12/15 上午5:36,2022/12/15,"Hey @DAO Builderss, how many among you have dreamt to own or build a sport team?  Sports DAOs are the tools that can allow you to do it even if you are not an emir or the manager of an investment fund. But they can also be used to build fan clubs, create new game leagues (both IRL and in the metaverse), and more!

Learn how to build one with our brand new guide, ***""How to start a Sports DAO""*** featuring insights from Flex Chapman, founder of Krause Haus: https://blog.aragon.org/how-to-start-a-sports-dao/",,"06 (2),sunglasses (1),Rocket (1)",,,
6.24142E+17,elemental_thorium,2022/12/16 上午5:23,2022/12/16,"Hey builders! 

Anyone who is interested in increasing the standard of security on their projects feel free to message me here or on Twitter @hxp117 

I am a BD rep for Omniscia, you can check out our reports on the website and the projects we have worked with.

We have worked with over 240 projects in just over 18 months, with a small team of highly experienced developers. 

Happy to provide more info on request.",,Rocket (2),,,
5.33072E+17,drmattbarney,2022/12/18 下午2:00,2022/12/18,"Colleagues - I'm grateful to @Incandenza || UTC+1 and @Carla | dTech who suggested I post this question here.  I am an Organizational Psychologist, with experience with Web2 Enterprise Risk Management, and am keen on helping improve DAO risk management with, for example, psychometrics.  In traditional firms, there are dashboards that track various operational risks related to products, services and customers; as well as contextual risks around finance, and HR.  The types of risks from leaders and DAO members is where my strength lies (e.g. detect and mitigate risk in DAO members and teams).  In reading the resources Carla and Incandenza shared, I don't see these sorts of operational dashboards.  I have a vision for how these might be useful to compliment all Aragon DAOs in reducing risks, but don't want to ""reinvent the wheel"" if there are other resources I should learn about first?  Any advice, or words of redirection or encouragement would be appreciated.",,,,,
8.04037E+17,HardEight#5196,2022/12/21 下午12:40,2022/12/21,Has anyone here actually used a DAO to build a RE fund in the United States?,,,,,
8.05982E+17,Cdogg#1999,2022/12/21 下午2:23,2022/12/21,"This is a super common inquiry we get, in terms of people wanting to start one. For various reasons some people don’t end up following through, however it seems possible. Would need some form of real-world entity owning the DAO or visa-versa (LLC/corp etc). CityDAO as an example has purchased 2 pieces of land through their endeavours",,,,,
8.04037E+17,HardEight#5196,2022/12/21 下午3:52,2022/12/21,"Wyoming now allows a DAO to register an LLC, so the registration side is ready. I'm trying to understand how to design it in order to use it for multiple ongoing projects, rather than a single build. Can you guys refer me to anyone that could help me on structure and governance dynamics?",,,,,
8.04037E+17,HardEight#5196,2022/12/21 下午3:55,2022/12/21,"For instance, I want the governance token to not only allow for voting, but also be tradable on a DEX like Uniswap. I'd like to allow it to have the magnified market exposure of being tied in liquidity to ETH for instance, so that when minority owners exit the system they can sell their ETH on the open market and avoid damaging our treasury or market cap.",,,,,
8.05982E+17,Cdogg#1999,2022/12/21 下午4:20,2022/12/21,"It’s a fairly new concept, I love these ideas, but I personally, nor would our individual team members be able to provide you with the answers. We do however have multiple teams of paid professional consultants that can provide answers and solutions via our DAO Experts program if you are interested?",,,,,
8.04037E+17,HardEight#5196,2022/12/21 下午4:46,2022/12/21,Yes I'd love to connect to the right people. I'm currently a RE developer in the real world and we have real projects that would benefit immensely from the anonymous crowd funding benefits of a DAO.,,🚀 (1),,,
8.05982E+17,Cdogg#1999,2022/12/21 下午5:24,2022/12/21,"Cool! I will connect you right now, you will see a new category of channels open up as I add a new role and permissions for you. See the #bankless-consulting channel and you will see and introduction made there. Once you and their representative have added each other as friends, take it to DMs to discuss 🙂",,,,,
8.04037E+17,HardEight#5196,2022/12/21 下午5:26,2022/12/21,Ok I can't wait. Looking forward to getting with the right people.,,,,,
8.05982E+17,Cdogg#1999,2022/12/21 下午5:32,2022/12/21,Done. See the #bankless-consulting channel for connection. Please feel free to share feedback on your journey as you build this out 🙂,,,,,
4.04125E+17,youters,2022/12/25 上午5:31,2022/12/25,"Hey! I’m currently a aspiring developer in highschool that is working on building DAO tooling ontop of Aragon, more specifically pertaining to the realm of contribution authentication. I’ve been working at the project for a while now, however I’ve recently come to a standstill because of my lack of understanding of Aragon OS and also a lack of overall experience. I’m looking to see if these is anyone here who would graciously be willing to give me a few pointers or could help me out with some debugging!! Alternatively I’m also looking for freelancers who would be able to help build out this project. Merry Christmas and thank you all for the help!",,,,,
2.5203E+17,blaze3226,2022/12/29 上午5:33,2022/12/29,"Hello everyone, I would like to ask you, if there is any possible way to connect snapshot to my dao. If any, how ? Thank you, for your response.",,,,,
3.85169E+17,chartreaderbtc48k,2022/12/29 下午2:15,2022/12/29,hi,,,,,
3.85169E+17,chartreaderbtc48k,2022/12/29 下午2:16,2022/12/29,i want start Dao for trader,,,,,
9.28679E+17,incandenza1594,2022/12/30 上午3:50,2022/12/30,"Hi Blaze, do you mean on Client? Not in the current version, but I don't understand what you need snapshot for, you can hold votes on-chain through the app",,❤️ (1),,,
2.5203E+17,blaze3226,2022/12/30 上午4:19,2022/12/30,"Yeah on Client, I want to take an advantage of  off-chain voting, so I can avoid  the gas fees and also use more complex voting strategies such as quadratic voting. All of this might change throughout the time.",,,,,
9.28679E+17,incandenza1594,2022/12/30 上午6:07,2022/12/30,"As far as I know this is not possible at the moment, but maybe @Brent (yellowsunshine.eth) can provide some extra help",,,,,
6.92444E+17,yellowsunshine,2022/12/30 上午11:56,2022/12/30,"Anyone can use Aragon Voice which uses something like snapshots, made by Vocdoni/Aragon Labs. Automatically executing events such as moving funds based on a vote cant be done outside of client without additional programming right now. 

You can check out the Aragon Voice docs: https://documentation.aragon.org/products/aragon-voice/how-to-create-a-proposal 
Vocdoni docs: https://documentation.aragon.org/products/aragon-vocdoni
And more technical docs on Vocdoni if you are trying to run your own instance: https://docs.vocdoni.io/",,❤️ (2),,,
1.02171E+18,roaddogmantis,2022/12/31 上午11:43,2022/12/31,"I'm moving into the world of Aragon on behalf of Apecoin DAO. We just fired the centralized admin, Cartan, and I'm seeking a decentralized option moving forward. @Incandenza || UTC+1 @Brent (yellowsunshine.eth)  @Carla | dTech , how can Aragon help",,,,,
9.28679E+17,incandenza1594,2023/1/2 上午3:57,2023/1/2 ,"Hey @roaddogmantis, welcome to the community! Send me a DM to have a chat and see if/how I can help you 😉",,,,,
1.02171E+18,roaddogmantis,2023/1/2 上午4:42,2023/1/2 ,FR sent,,👍 (1),,,
8.12719E+17,Don_Sheetal#0242,2023/1/4 上午9:47,2023/1/4 ,"Hey guys, do you think we need to launch our DAOs with ERC1155 as the token ?",,"🔥 (1),🙏 (1),memes (1)",,,
8.07644E+17,shawnzywonzie,2023/1/4 上午11:03,2023/1/4 ,Started a thread.,,,,,
8.12719E+17,Don_Sheetal#0242,2023/1/4 下午3:27,2023/1/4 ,"Hi Again, if I setup on Aragon how do I then sell say 5% of the tokens to an investor with the money going to the DAO tresury and their tokens vested over say 3 years ?",,"🔥 (1),🙏 (1),memes (1)",,,
8.07644E+17,shawnzywonzie,2023/1/4 下午4:08,2023/1/4 ,Started a thread.,,,,,
2.46598E+17,invictusidao,2023/1/6 上午11:30,2023/1/6 ,"IS there anyone that has suggestions for a DAO on chain bookkeeping solution with real world assets and products/services for sales to dao members ? .. 

or is the bookeeping same as any ltd/llc",,,,,
8.17835E+17,DAOLecturer#1613,2023/1/8 上午9:40,2023/1/8 ,"Hi everyone,
This is Hale Cide Demir. I am also DAO expert. I would like to use Aragon new app for the social scientists and linkedin influencers. (A kind of think tank)  But I can't. Could you help me to get a ealry  acces⛓🌀",,,,,
9.15333E+17,fmurphy,2023/1/9 上午3:12,2023/1/9 ,"Hi @DAOLecturer unfortunately early access has closed and the team is preparing for general release of the new app, which is planned for March. Are you in a hurry to get access and spin up your DAO?",,,,,
1.04778E+18,Nora�?5729,2023/1/10 下午11:07,2023/1/10,"hii
Who should I speak to if I want a collaboration with you guys?",,,,,
9.28679E+17,incandenza1594,2023/1/11 上午2:57,2023/1/11,Started a thread.,,,,,
3.72262E+17,suchcool.eth,2023/1/18 上午5:11,2023/1/18,"Hey guys, 
Antoine here from consola.finance. consola.finance is a crypto bookkeeping and accounting software. We would love to partner with Aragon and provide our tool to the Aragon ecosystem. I think we could be a huge value added for Aragon. Thanks!",,,,,
9.15333E+17,fmurphy,2023/1/18 上午5:34,2023/1/18,"Hi @suchcool.eth  welcome to our discord and thanks for your interest in Aragon. I checked out your website and I would love to hear more about the tool and the features offered if you would like to DM me. We have a new app for DAO builders due for general release over the next 2-3 months, and I am sure many DAO builders will have a need for a good bookkeeping  tool.",,,,,
3.72262E+17,suchcool.eth,2023/1/18 上午6:04,2023/1/18,great news. DMed,,👌🏽 (1),,,
5.23257E+17,taliescript,2023/1/23 上午3:41,2023/1/23,"Hey guys,
I need some advice for my DAO, if anyone can help. 
Basically we have a representation template DAO and we use the tokens created by aragon for governance, which is fine. But we want to create a separate transferable token where minting will be controlled via votes on aragon.",,,,,
5.23257E+17,taliescript,2023/1/23 上午3:41,2023/1/23,We are on the polygon network by the way,,,,,
5.23257E+17,taliescript,2023/1/23 上午3:42,2023/1/23,"Does anyone know how this can be achieved, i am a developer by trade so don't mind writing a bit of code.",,,,,
5.23257E+17,taliescript,2023/1/23 上午3:43,2023/1/23,Thanks so much,,,,,
9.28679E+17,incandenza1594,2023/1/23 上午4:34,2023/1/23,"Uhm, good question @Rogue developer. I don't think that a minting action can be automatically triggered via proposal vote on Client (you can still create a proposal and execute it manually), and I gave a try to create a second token through Client and couldn't do it. My advice would be to create the second token using another DAO account and then, in case, transfer it, but I'm sure that @Carla | dTech can come up with a better solution 🙂",,,,,
5.23257E+17,taliescript,2023/1/23 上午7:01,2023/1/23,"Thanks so much for your reply!
I was initially thinking to create a token and host it on the polygon network, then use the agent to control it. But I dont really know how to do that 😅",,,,,
9.28679E+17,incandenza1594,2023/1/23 上午9:07,2023/1/23,Try to post your question also in #❓︱questions or #🏗︱dtech-general,,,,,
4.54949E+17,_carla_,2023/1/23 上午9:36,2023/1/23,"Hi, having two different tokens on the Client isn't a ready solution and honestly, I'm not sure if it is a good effort to write code to adjust it. Aragon is developing a new App that will be easier to customize. It should arrive in early March so not so far. In the meantime can you run something using a multi-sig wallet and connect with the right permissions to your DAO? Here is an example https://documentation.aragon.org/products/multisig but not sure if it can work for your requirements.",,,,,
5.20652E+17,AitorWeedAlienFlow#4290,2023/1/25 上午10:00,2023/1/25,"Hola, buenas como puedo hacer para crear mi DAO en AlienFlow.Crypto?",,,,,
9.15333E+17,fmurphy,2023/1/25 上午10:12,2023/1/25,"Hola @AitorWeedAlienFlow , mucho gusto. Nuestro DAO Tooling App nuevo lanzamiento general está previsto para marzo, si puedes esperar. Podría usar las herramientas actuales, es menos fácil de usar, pero nuestro equipo de dTech puede ayudarte. Una cosa mas, la gran majoria de nuestro comunidad no habla Espanol, sin embargo tengo ganas para ayudarte si tu no hablas Ingles.",,,,,
5.20652E+17,AitorWeedAlienFlow#4290,2023/1/25 上午10:22,2023/1/25,Gracias si genial quiero empezar cuanto antes,,,,,
9.15333E+17,fmurphy,2023/1/25 上午10:24,2023/1/25,Como si quieres. Puedes empezar aqui - https://client.aragon.org/#/,,,,,
9.28679E+17,incandenza1594,2023/1/25 上午10:34,2023/1/25,"@AitorWeedAlienFlow , tu puede consultar la documentación en español tambien: https://documentation.aragon.org/v/documentacion-del-usuario-de-aragon/aragon/readme.",,memes (2),,,
5.20652E+17,AitorWeedAlienFlow#4290,2023/1/25 上午10:38,2023/1/25,Ya estoy allí conecte la wallet de Matic y quiero poner AlienFlow.Crypto porque ya tengo ese dominio en polygon Matic antes de que saliera ENS,,,,,
9.28679E+17,incandenza1594,2023/1/25 上午10:50,2023/1/25,"No me parece que los dominios ENS puedan utilizarse como address con client, pero quizá me equivoque. Seguro que @Brent (yellowsunshine.eth) o @ansonparker  pueden orientarte mejor.
De todas formas, es mejor mover esta conversación a #❓︱questions o #🏗︱dtech-general  porque este canal tiene otra función",,👍🏼 (1),,,
4.76474E+17,ansonparker,2023/1/25 上午11:37,2023/1/25,Hola = si se puede con un poco de cambios,,,,,
5.20652E+17,AitorWeedAlienFlow#4290,2023/1/25 下午12:23,2023/1/25,Genial gracias si me puedes ayudar o indicar,,,,,
4.76474E+17,ansonparker,2023/1/25 下午12:50,2023/1/25,perdon - he estado buscando...,,,,,
4.76474E+17,ansonparker,2023/1/25 下午12:50,2023/1/25,se que esta por aca... pero donde me cuesta 😉,,,,,
4.76474E+17,ansonparker,2023/1/25 下午12:52,2023/1/25,"https://docs.lido.fi/guides/multisig-deployment/ esto debiera funcionar, pero es un poco complicado... la verdad es que todo con client es un poco complicado",,,,,
5.20652E+17,AitorWeedAlienFlow#4290,2023/1/25 下午1:08,2023/1/25,No entendí nada,,,,,
4.76474E+17,ansonparker,2023/1/25 下午1:33,2023/1/25,sin duda tendras que trabajar un poco...  creo que el app nuevo que sale en marzo sera mas facil?,,,,,
5.20652E+17,AitorWeedAlienFlow#4290,2023/1/25 下午1:58,2023/1/25,?,,,,,
4.76474E+17,ansonparker,2023/1/26 上午6:52,2023/1/26,tendras que codigar un poco hacerlo...,,threadanarchy (1),,,
8.07644E+17,shawnzywonzie,2023/1/26 上午11:41,2023/1/26,https://tenor.com/view/she-sheslams-threading-needle-work-i-want-to-make-sure-gif-13615265,,,,,
5.20652E+17,AitorWeedAlienFlow#4290,2023/1/27 上午8:46,2023/1/27,Lo puede hacer la IA mejor,,,,,
9.28679E+17,incandenza1594,2023/1/27 上午9:18,2023/1/27,Started a thread.,,,,,
5.23257E+17,taliescript,2023/1/31 下午11:33,2023/1/31,"Thanks so much for your suggestion and sorry for the late reply. 
I was thinking to just create another dao that is solely for finance, then giving the governance dao permission to mint and send tokens. Finally removing the mint and send tokens permissions on the finance dao.
This way everything is controlled by the governance dao. 
What do you think? I'm also hoping that when this new app comes out i can then just consolidate everything into one dao.",,,,,
4.54949E+17,_carla_,2023/2/1 上午3:36,2023/2/1 ,It could be a linear solution and can resolve your requirements. Maybe you can run a test before starting production so that you can check all the steps. The new App should manage all of this (I'm not sure yet if already in the first version).,,,,,
5.23257E+17,taliescript,2023/2/2 上午8:16,2023/2/2 ,Started a thread.,,,,,
7.72911E+17,vincfurc,2023/2/3 上午5:55,2023/2/3 ,"Hey, I have a question about the Aragon web app. Are the permissions listed on the app page (e.g. https://mainnet.lido.fi/#/lido-dao/permissions/) fetched automatically from the smart contracts, or do they need to be set up manually?",,,,,
8.07644E+17,shawnzywonzie,2023/2/3 上午9:23,2023/2/3 ,These should be fetched automatically. However you can change them per the outcome of a governance proposal. However @deleted-role may be able to give you a more detailed answer.,,👍 (1),,,
4.76474E+17,ansonparker,2023/2/3 上午10:06,2023/2/3 ,Started a thread.,,,,,
8.17835E+17,DAOLecturer#1613,2023/2/4 上午7:29,2023/2/4 ,"I would greatly appreciate if this could be accomplished.Due to the fact that the dao I am trying to establish consists of linkedin influencers, and it is very difficult to keep them all connected without mobile devices.",,,,,
8.07644E+17,shawnzywonzie,2023/2/4 上午9:38,2023/2/4 ,Hey @DAOLecturer after tons of demand we went ahead and opened up the early access waitlist again. I highly recommend you go fill it out :memes:,,,,,
8.17835E+17,DAOLecturer#1613,2023/2/5 上午4:08,2023/2/5 ,:AragonProject1:,,,,,
8.38955E+17,iwo6459,2023/2/12 上午11:10,2023/2/12,"hey, where can I find a step-by-step guide how to launch own token for my DAO with your platform? 🙂 I am looking to kick off a fundraising for $1M in the next 30 days",,,,,
8.71717E+17,aleuts,2023/2/12 上午11:21,2023/2/12,Started a thread.,,,,,
9.19639E+17,pepper_web3,2023/2/13 下午4:13,2023/2/13,"For an existing project already trying to do governance weights with ERC-721 NFTs, will the new app and smart contract be able connect to existing smart contract and grant different weights on different index NFTs that an owner has? I have coded this out in my own smart contract but want to connect it up to your app if possible if this flexibly doesn’t exist natively.",,,,,
8.07644E+17,shawnzywonzie,2023/2/13 下午4:48,2023/2/13,Started a thread.,,,,,
2.10379E+17,plopmenz,2023/2/14 上午3:09,2023/2/14,"Heyo, question about the Aragon SDK :). Is it correct it can only be used if you have early access to the Aragon App (we plan to join the waitlist today)? Of course similar behavior can be achieved by using Aragon Agent and Aragon Client, although a less nice solution. Thanks in advance! ^-^",,,,,
9.0972E+17,abuusama,2023/2/14 上午3:20,2023/2/14,"No you can use it as is. the main reason i can think of using the SDK is if you want to integrare your DAO into your own front end or build a separate client altogether. But the SDK is for AragonOSX (I think thats what we are calling the new Aragon now) There is no Agent in the new version, its build directly into the DAO contract",,,,,
2.10379E+17,plopmenz,2023/2/14 上午3:28,2023/2/14,"Ah, I see, thank you!!",,,,,
1.058E+18,simp1ejackk,2023/2/15 下午11:54,2023/2/15,"Whoops, this works better in this channel so resending here...

Hey to everyone here....
My project is currently seeking someone familiar with dev on Algorand + someone who is experienced with detailed tokenomics.... would anyone here happen to qualify for either of those???",,,,,
9.28679E+17,incandenza1594,2023/2/16 上午3:45,2023/2/16,"Hey @Simp1ejackk, welcome to che community. Could you share more about the project  for which you are seeking for contributors?",,🙏 (1),,,
1.058E+18,simp1ejackk,2023/2/16 上午3:56,2023/2/16,"It is called CraterDAO and I am one of the three leadership partners (and the founder). We have three overlapping official purposes related to the fields of art, development/tooling, and security. We have our plans created & token created & are working on our official launch, including the first line of our official NFT collection. 
We are currently struggling in the area of community growth, as we are having a hard time finding ACTIVE members, and also in the arena of development because our only dev at this point is one of my two partners. Because of this, we are seeking someone who would like to join our team in a dev role. 
Beyond that stuff, I personally am seeking some guidance with the mathematics related to tokenomics--burn mechanism, tx fee structure, emission schedule, and supply effects because of those three things. 

TLDR we need a dev familiar with Algorand's Pyteal (we are launching on Algorand, with plans of becoming multichain down the road) AND someone to offer some short-term input on tokenomics lol",,,,,
9.28679E+17,incandenza1594,2023/2/16 上午4:10,2023/2/16,Started a thread.,,,,,
8.36394E+17,maxzenith,2023/2/16 上午5:07,2023/2/16,"Hey Team, 

I am representing a project initiative planning to start a DAO combining all values of Ethereum to its capacity. 

Here is the rough overview of the project plan

Rough overview & TLDR

Wild Sherpas is a sustainable tourism business that provides camping experiences in the midst of lush green forests and is surrounded by prominent mountains. The main mission is to promote eco-tourism and educate guests about the fragility of receding Biodiversity and conservation. While providing a unique and memorable experience for the guests. We understand the Ethos, Values & Philosophy of this space & and we are taking our first step with a humble beginning. We have seen numerous experiments and then there are Hype-based extraction funnels with no legit value added to the ecosystem. Our project aims to be in alignment with the Values that CypherPunks upheld and fought for. We are thinking of this project as an intersection of Nature, Culture, Art and Crypto in a meaningful way.

https://www.instagram.com/wildsherpas/

Basic idea is to launch a yield-generating NFT project that will be the Universal Membership pass, we are combining DeFi elements with Art, Nature & the most important ""Social Layer"" (We are in contact with some famous Artists & Artwork from a blend of Artists from every continent)",,,,,
